additional_info,current_status,name,picture_url,publish_date,short_bio,url,gender,ethnic,dob_y,dob_m,age,join_work_y,working_y,pob,pob_p,join_party_y,edu_dg,edu_am,edu_uni,edu_major
"['中共第十五届中央候补委员', '十六届、十七届、十八届中央委员', '十七届中央政治局委员', '十八届中央政治局委员、常委中共第十八届中央纪委委员、常委、书记第十三届全国人大第一次会议当选为中华人民共和国副主席']",['中华人民共和国副主席'],王岐山,http://www.people.com.cn/mediafile/pic/20180317/86/18281152616849836666.jpg,2018年03月17日18:33    来源：新华网,王岐山，男，汉族，1948年7月生，山西天镇人，1969年1月参加工作，1983年2月加入中国共产党，西北大学历史系历史专业毕业，大学普通班学历，高级经济师。,http://cpc.people.com.cn/n1/2018/0317/c64094-29873551.html,男,汉族,1948,7,70,1969.0,49.0,山西天镇,山西,1983.0,大学,西北大学历史系历史专业,西北大学,历史系历史专业
"['中共第十七届中央候补委员', '十八届、十九届中央委员十八届一中全会任中共中央军事委员会委员第十二届全国人大第一次会议任命为中华人民共和国中央军事委员会委员十九届一中全会任中共中央军事委员会委员第十三届全国人大第一次会议任命为中华人民共和国中央军事委员会委员']","['中共十九届中央委员', '中共中央军事委员会委员', '中华人民共和国中央军事委员会委员', '国务委员、国务院党组成员', '国防部部长', '上将军衔']",魏凤和,http://www.people.com.cn/mediafile/pic/20180320/91/14731090053759167879.jpg,2018年03月20日07:30    来源：人民网－人民日报,魏凤和，男，汉族，1954年2月生，山东茌平人，1970年12月入伍，1972年1月加入中国共产党，国防大学合同战役指挥专业毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0320/c64094-29877085.html,男,汉族,1954,2,64,,,山东茌平,山东,1972.0,大学,国防大学合同战役指挥专业,国防大学,合同战役指挥专业
['中共第十八届、十九届中央委员中共第十七届中央纪委委员'],"['中共十九届中央委员', '国务委员、国务院党组成员']",王勇,http://www.people.com.cn/mediafile/pic/20180320/31/17598714186263740427.jpg,2018年03月20日07:30    来源：人民网－人民日报,王勇，男，汉族，1955年12月生，辽宁盖州人，1969年8月参加工作，1974年8月加入中国共产党，哈尔滨工业大学技术经济工程专业毕业，研究生学历，工学硕士学位，研究员。,http://cpc.people.com.cn/n1/2018/0320/c64094-29877085-2.html,男,汉族,1955,12,63,1969.0,49.0,辽宁盖州,辽宁,1974.0,研究生,哈尔滨工业大学技术经济工程专业,哈尔滨工业大学,技术经济工程专业
['中共第十七届、十八届、十九届中央委员'],"['中共十九届中央委员', '国务委员、国务院党组成员', '外交部部长']",王毅,http://www.people.com.cn/mediafile/pic/20180320/40/15266705069181991372.jpg,2018年03月20日07:30    来源：人民网－人民日报,王毅，男，汉族，1953年10月生，北京市人，1969年9月参加工作，1981年5月加入中国共产党，北京第二外国语学院亚非语系日语专业毕业，大学学历，经济学硕士学位。,http://cpc.people.com.cn/n1/2018/0320/c64094-29877085-3.html,男,汉族,1953,10,65,1969.0,49.0,北京市,北京,1981.0,大学,北京第二外国语学院亚非语系日语专业,北京第二外国语学院,亚非语系日语专业
['中共第十七届、十八届、十九届中央委员'],"['中共十九届中央委员', '国务委员、国务院党组成员', '国务院秘书长、机关党组书记']",肖捷,http://www.people.com.cn/mediafile/pic/20180320/98/18340542470478463566.jpg,2018年03月20日07:30    来源：人民网－人民日报,肖捷，男，汉族，1957年6月生，辽宁开原人，1976年3月参加工作，1985年8月加入中国共产党，财政部财政科学研究所财政专业毕业，在职研究生学历，经济学博士学位，经济师。,http://cpc.people.com.cn/n1/2018/0320/c64094-29877085-4.html,男,汉族,1957,6,61,1976.0,42.0,辽宁开原,辽宁,1985.0,研究生,财政部财政科学研究所财政专业,财政部财政科学研究所,财政专业
['中共第十八届、十九届中央委员'],"['中共十九届中央委员', '国务委员、国务院党组成员', '公安部部长、党委书记', '总警监']",赵克志,http://www.people.com.cn/mediafile/pic/20180320/7/3014818553790527331.jpg,2018年03月20日07:30    来源：人民网－人民日报,赵克志，男，汉族，1953年12月生，山东莱西人，1973年3月参加工作，1975年1月加入中国共产党，中央党校研究生学历。,http://cpc.people.com.cn/n1/2018/0320/c64094-29877085-5.html,男,汉族,1953,12,65,1973.0,45.0,山东莱西,山东,1975.0,研究生,中央党校,中央党校,
"['中共第十七届、十八届中央候补委员', '十九届中央委员第十二届全国政协委员', '十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席', '国家发展和改革委员会主任、党组书记']",何立峰,http://www.people.com.cn/mediafile/pic/20180315/50/8477787106763322838.jpg,2018年03月15日07:24    来源：人民网－人民日报,何立峰，男，汉族，1955年2月生，广东兴宁人，1973年8月参加工作，1981年6月加入中国共产党，厦门大学财政金融系财政学专业毕业，研究生学历，经济学博士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-17.html,男,汉族,1955,2,63,1973.0,45.0,广东兴宁,广东,1981.0,研究生,厦门大学财政金融系财政学专业,厦门大学,财政金融系财政学专业
['中共第十六届、十七届、十八届、十九届中央委员第十二届、十三届全国政协副主席'],"['中共十九届中央委员', '十三届全国政协副主席']",张庆黎,http://www.people.com.cn/mediafile/pic/20180315/86/13585577192726627858.jpg,2018年03月15日07:24    来源：人民网－人民日报,张庆黎，男，汉族，1951年1月生，山东东平人，1971年1月参加工作，1973年2月加入中国共产党，中央党校研究生学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408.html,男,汉族,1951,1,67,1971.0,47.0,山东东平,山东,1973.0,研究生,中央党校,中央党校,
"['中共第十六届中央候补委员', '十七届、十八届、十九届中央委员', '十八届中央政治局委员、中央书记处书记第十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席']",刘奇葆,http://www.people.com.cn/mediafile/pic/20180315/70/1637437516760720650.jpg,2018年03月15日07:24    来源：人民网－人民日报,刘奇葆，男，汉族，1953年1月生，安徽宿松人，1974年9月参加工作，1971年12月加入中国共产党，吉林大学国民经济计划和管理专业毕业，在职研究生学历，经济学硕士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-2.html,男,汉族,1953,1,65,1974.0,44.0,安徽宿松,安徽,1971.0,研究生,吉林大学国民经济计划和管理专业,吉林大学,国民经济计划和管理专业
"['第二届、三届、四届、五届全国人大代表', '八届、九届全国人大常委会副委员长第三届、四届、五届、六届、七届、十届、十一届、十二届、十三届全国政协副主席']","['十三届全国政协副主席', '中国佛教协会名誉会长', '西藏自治区政协主席']",帕巴拉·格列朗杰,http://www.people.com.cn/mediafile/pic/20180315/94/2090298955775094290.jpg,2018年03月15日07:24    来源：人民网－人民日报,帕巴拉·格列朗杰，男，藏族，1940年2月生，四川理塘人，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-3.html,男,藏族,1940,2,78,,,四川理塘,四川,,大学,,,
"['第八届全国政协委员', '十届全国政协三次会议增选为全国政协副主席', '十一届、十二届、十三届全国政协副主席']",['十三届全国政协副主席'],董建华,http://www.people.com.cn/mediafile/pic/20180315/44/16167609354609108976.jpg,2018年03月15日07:24    来源：人民网－人民日报,董建华，男，汉族，1937年5月生，浙江舟山人，英国利物浦大学毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-4.html,男,汉族,1937,5,81,,,浙江舟山,浙江,,大学,英国利物浦大学,英国利物浦大学,
"['第十届全国政协委员', '十届全国政协三次会议增选为常务委员', '十一届、十二届、十三届全国政协副主席']","['十三届全国政协副主席', '致公党中央主席', '科学技术部部长', '中国科学技术协会主席']",万钢,http://www.people.com.cn/mediafile/pic/20180315/88/14177936572344329900.jpg,2018年03月15日07:24    来源：人民网－人民日报,万钢，男，汉族，1952年8月生，上海市人，致公党成员，1969年4月参加工作，德国克劳斯塔尔工业大学机械系毕业，研究生学历，工学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-5.html,男,汉族,1952,8,66,1969.0,49.0,上海市,上海,,研究生,德国克劳斯塔尔工业大学机械系,德国克劳斯塔尔工业大学,机械系
"['第七届全国人大代表', '八届、九届全国人大常委会委员（至2000.03）第六届全国政协委员', '十一届全国政协三次会议增选为全国政协副主席', '十二届、十三届全国政协副主席']",['十三届全国政协副主席'],何厚铧,http://www.people.com.cn/mediafile/pic/20180315/43/3621193210724296059.jpg,2018年03月15日07:24    来源：人民网－人民日报,何厚铧，男，汉族，1955年3月出生于澳门，广东番禺人，加拿大约克大学工商管理系毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-6.html,男,汉族,1955,3,63,,,广东番禺,广东,,大学,加拿大约克大学工商管理系,加拿大约克大学,工商管理系
"['中共第十五届中央候补委员', '十六届、十七届、十八届、十九届中央委员第十二届、十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席']",卢展工,http://www.people.com.cn/mediafile/pic/20180315/20/12823778499522552212.jpg,2018年03月15日07:24    来源：人民网－人民日报,卢展工，男，汉族，1952年5月生，浙江慈溪人，1969年3月参加工作，1975年1月加入中国共产党，哈尔滨建筑工程学院建筑工程系工业与民用建筑专业毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-7.html,男,汉族,1952,5,66,1969.0,49.0,浙江慈溪,浙江,1975.0,大学,哈尔滨建筑工程学院建筑工程系工业与民用建筑专业,哈尔滨建筑工程学院,建筑工程系工业与民用建筑专业
"['中共第十六届中央候补委员', '十六届四中全会递补为中央委员', '十七届、十八届、十九届中央委员第十二届、十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席']",王正伟,http://www.people.com.cn/mediafile/pic/20180315/87/17468806959501364515.jpg,2018年03月15日07:24    来源：人民网－人民日报,王正伟，男，回族，1957年6月生，宁夏同心人，1976年9月参加工作，1981年10月加入中国共产党，中央民族大学少数民族经济研究所民族经济学专业毕业，在职研究生学历，法学博士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-8.html,男,回族,1957,6,61,1976.0,42.0,宁夏同心,宁夏,1981.0,研究生,中央民族大学少数民族经济研究所民族经济学专业,中央民族大学,少数民族经济研究所民族经济学专业
"['中共第十七届中央候补委员', '十八届、十九届中央委员第十二届、十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席']",马飚,http://www.people.com.cn/mediafile/pic/20180315/25/17750808521920378933.jpg,2018年03月15日07:24    来源：人民网－人民日报,马飚，男，壮族，1954年8月生，广西田阳人，1972年10月参加工作，1985年6月加入中国共产党，中央民族学院政治系政治经济学专业毕业，大学学历，研究员。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-9.html,男,壮族,1954,8,64,1972.0,46.0,广西田阳,广西,1985.0,大学,中央民族学院政治系政治经济学专业,中央民族学院,政治系政治经济学专业
"['第十一届全国人大代表第九届、十届全国政协委员', '十二届、十三届全国政协副主席']","['十三届全国政协副主席', '民盟中央常务副主席']",陈晓光,http://www.people.com.cn/mediafile/pic/20180315/49/10577576389071632577.jpg,2018年03月15日07:24    来源：人民网－人民日报,陈晓光，男，汉族，1955年5月生，吉林梨树人，民盟成员，1973年6月参加工作，吉林工业大学农业机械工程系农业机械专业毕业，研究生学历，工学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-10.html,男,汉族,1955,5,63,1973.0,45.0,吉林梨树,吉林,,研究生,吉林工业大学农业机械工程系农业机械专业,吉林工业大学,农业机械工程系农业机械专业
"['第十届、十一届全国政协常务委员', '十二届全国政协五次会议增选为全国政协副主席', '十三届全国政协副主席']",['十三届全国政协副主席'],梁振英,http://www.people.com.cn/mediafile/pic/20180315/20/11581690887930537144.jpg,2018年03月15日07:24    来源：人民网－人民日报,梁振英，男，汉族，1954年8月生，山东威海人，英国布里斯托理工学院毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-11.html,男,汉族,1954,8,64,,,山东威海,山东,,大学,英国布里斯托理工学院,英国布里斯托理工学院,
"['中共第十五届、十六届、十七届中央候补委员', '十八届中央委员第十二届全国人大环境与资源保护委员会副主任委员（2017.04增补）第十三届全国政协副主席']",['十三届全国政协副主席兼秘书长'],夏宝龙,http://www.people.com.cn/mediafile/pic/20180315/23/8435316955179975719.jpg,2018年03月15日07:24    来源：人民网－人民日报,夏宝龙，男，汉族，1952年12月生，天津市人，1969年8月参加工作，1973年11月加入中国共产党，北京大学经济学院政治经济学专业毕业，在职研究生学历，经济学博士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-12.html,男,汉族,1952,12,66,1969.0,49.0,天津市,天津,1973.0,研究生,北京大学经济学院政治经济学专业,北京大学,经济学院政治经济学专业
"['中共第十六届中央候补委员', '十六届七中全会递补为中央委员', '十七届、十八届中央委员第十三届全国政协副主席']","['十三届全国政协副主席', '交通运输部党组书记']",杨传堂,http://www.people.com.cn/mediafile/pic/20180315/76/1533429714297957168.jpg,2018年03月15日07:24    来源：人民网－人民日报,杨传堂，男，汉族，1954年5月生，山东禹城人，1972年6月参加工作，1976年6月加入中国共产党，中央党校大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-13.html,男,汉族,1954,5,64,1972.0,46.0,山东禹城,山东,1976.0,大学,中央党校,中央党校,
['中共第十七届、十八届、十九届中央委员第十三届全国政协副主席'],"['中共十九届中央委员', '十三届全国政协副主席', '国家卫生和计划生育委员会主任、党组书记']",李斌,http://www.people.com.cn/mediafile/pic/20180315/99/801627894363658247.jpg,2018年03月15日07:24    来源：人民网－人民日报,李斌，女，汉族，1954年10月生，辽宁抚顺人，1974年7月参加工作，1981年6月加入中国共产党，吉林大学经济管理学院政治经济学专业毕业，在职研究生学历，经济学博士学位，研究员。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-14.html,女,汉族,1954,10,64,1974.0,44.0,辽宁抚顺,辽宁,1981.0,研究生,吉林大学经济管理学院政治经济学专业,吉林大学,经济管理学院政治经济学专业
"['中共第十五届中央候补委员', '十八届、十九届中央委员中共第十六届、十七届中央纪委委员第十三届全国政协副主席']","['中共十九届中央委员', '十三届全国政协副主席', '国家民族事务委员会主任、党组书记', '中央统战部副部长']",巴特尔,http://www.people.com.cn/mediafile/pic/20180315/92/5747125372876818496.jpg,2018年03月15日07:24    来源：人民网－人民日报,巴特尔，男，蒙古族，1955年2月生，辽宁康平人，1973年1月参加工作，1981年12月加入中国共产党，中央党校研究生学历，经济学硕士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-15.html,男,蒙古族,1955,2,63,1973.0,45.0,辽宁康平,辽宁,1981.0,研究生,中央党校,中央党校,
['中共第十八届、十九届中央委员第十三届全国政协副主席'],"['中共十九届中央委员', '十三届全国政协副主席', '中央政法委员会秘书长', '国务院副秘书长、机关党组成员']",汪永清,http://www.people.com.cn/mediafile/pic/20180315/98/5728464599702101702.jpg,2018年03月15日07:24    来源：人民网－人民日报,汪永清，男，汉族，1959年9月生，江西贵溪人，1987年7月参加工作，1985年6月加入中国共产党，北京大学法律系法学理论专业毕业，研究生学历，法学博士学位。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-16.html,男,汉族,1959,9,59,1987.0,31.0,江西贵溪,江西,1985.0,研究生,北京大学法律系法学理论专业,北京大学,法律系法学理论专业
"['第十二届全国人大常委会委员、全国人大内务司法委员会副主任委员第十一届全国政协委员', '十三届全国政协副主席']","['十三届全国政协副主席', '台盟中央主席']",苏辉,http://www.people.com.cn/mediafile/pic/20180315/68/16666024552094402776.jpg,2018年03月15日07:24    来源：人民网－人民日报,苏辉，女，汉族，1956年5月生，台湾台南人，1975年5月参加工作，台盟成员、中共党员，中央财政金融学院财政系财政学专业毕业，大学学历，高级会计师。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-18.html,女,汉族,1956,5,62,1975.0,43.0,台湾台南,台湾,,大学,中央财政金融学院财政系财政学专业,中央财政金融学院,财政系财政学专业
"['第九届、十届全国人大代表第十一届、十二届全国政协常务委员', '十三届全国政协副主席']","['十三届全国政协副主席', '民革中央常务副主席', '宋庆龄基金会副主席（兼职）']",郑建邦,http://www.people.com.cn/mediafile/pic/20180315/41/8140063724015430237.jpg,2018年03月15日07:24    来源：人民网－人民日报,郑建邦，男，汉族，1957年1月生，湖南石门人，1976年8月参加工作，民革成员，东北师范大学政治教育系经济学专业毕业，大学学历。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-19.html,男,汉族,1957,1,61,1976.0,42.0,湖南石门,湖南,,大学,东北师范大学政治教育系经济学专业,东北师范大学,政治教育系经济学专业
"['第十一届全国人大常委会委员、全国人大内务司法委员会副主任委员', '十二届全国人大常委会委员、全国人大财政经济委员会副主任委员第八届全国政协委员', '九届全国政协常务委员', '十届全国政协委员（2005.02增补）', '十三届全国政协副主席']","['十三届全国政协副主席', '民建中央常务副主席']",辜胜阻,http://www.people.com.cn/mediafile/pic/20180315/93/1915145881907898801.jpg,2018年03月15日07:24    来源：人民网－人民日报,辜胜阻，男，汉族，1956年1月生，湖北武汉人，1975年7月参加工作，民建成员，武汉大学经济系经济学专业毕业，在职研究生学历，经济学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-20.html,男,汉族,1956,1,62,1975.0,43.0,湖北武汉,湖北,,研究生,武汉大学经济系经济学专业,武汉大学,经济系经济学专业
"['第十一届、十二届全国人大常委会委员、全国人大教育科学文化卫生委员会委员第十届全国政协委员', '十三届全国政协副主席']","['十三届全国政协副主席', '民进中央常务副主席']",刘新成,http://www.people.com.cn/mediafile/pic/20180315/89/12301958220237520989.jpg,2018年03月15日07:24    来源：人民网－人民日报,刘新成，男，汉族，1952年3月生，河北固安人，1968年12月参加工作，民进成员，北京师范学院历史系世界史专业毕业，研究生学历，历史学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-21.html,男,汉族,1952,3,66,1968.0,50.0,河北固安,河北,,研究生,北京师范学院历史系世界史专业,北京师范学院,历史系世界史专业
"['第十一届、十二届全国政协常务委员', '十三届全国政协副主席']","['十三届全国政协副主席', '农工党中央常务副主席']",何维,http://www.people.com.cn/mediafile/pic/20180315/65/18267505539794495177.jpg,2018年03月15日07:24    来源：人民网－人民日报,何维，男，汉族，1955年12月生，黑龙江哈尔滨人，1975年12月参加工作，农工党成员，德国海德堡大学理论医学系免疫学专业毕业，研究生学历，医学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-22.html,男,汉族,1955,12,63,1975.0,43.0,黑龙江哈尔滨,黑龙江,,研究生,德国海德堡大学理论医学系免疫学专业,德国海德堡大学,理论医学系免疫学专业
"['第十届、十一届、十二届全国政协常务委员', '十三届全国政协副主席']","['十三届全国政协副主席', '九三学社中央常务副主席']",邵鸿,http://www.people.com.cn/mediafile/pic/20180315/38/9631148330378264982.jpg,2018年03月15日07:24    来源：人民网－人民日报,邵鸿，男，汉族，1957年11月生，辽宁盖州人，1975年11月参加工作，九三学社成员，南开大学历史系中国古代史专业毕业，研究生学历，历史学博士学位，教授。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-23.html,男,汉族,1957,11,61,1975.0,43.0,辽宁盖州,辽宁,,研究生,南开大学历史系中国古代史专业,南开大学,历史系中国古代史专业
"['第十一届、十二届全国政协委员', '十三届全国政协副主席']","['十三届全国政协副主席', '中华全国工商业联合会主席、中国民间商会会长', '中国光大集团股份公司副董事长、总经理', '民建北京市主委']",高云龙,http://www.people.com.cn/mediafile/pic/20180315/1/6058265441649409433.jpg,2018年03月15日07:24    来源：人民网－人民日报,高云龙，男，汉族，1958年12月生，山东莱芜人，1985年5月参加工作，民建成员，清华大学化工系化工专业毕业，研究生学历，工学博士学位，高级工程师。,http://cpc.people.com.cn/n1/2018/0315/c64387-29868408-24.html,男,汉族,1958,12,60,1985.0,33.0,山东莱芜,山东,,研究生,清华大学化工系化工专业,清华大学,化工系化工专业
['中共第十六届、十七届、十八届、十九届中央委员第九届全国人大常委会委员'],"['中共十九届中央委员', '最高人民法院院长、党组书记、审判委员会委员', '首席大法官']",周 强,http://paper.people.com.cn/rmrb/res/2018-03/19/02/rmrb2018031902p33_b.jpg,2018年03月19日07:26    来源：人民网－人民日报,男，汉族，1960年4月生，湖北黄梅人，1976年8月参加工作，1978年9月加入中国共产党，西南政法学院研究生院民法专业毕业，研究生学历，法学硕士学位。,http://cpc.people.com.cn/n1/2018/0319/c64094-29874515.html,男,汉族,1960,4,58,1976.0,42.0,湖北黄梅,湖北,1978.0,研究生,西南政法学院研究生院民法专业,西南政法学院,研究生院民法专业
"['中共第十九届中央委员中共第十七届中央纪委委员、常委', '2012年11月增选为中央纪委副书记', '十八届中央纪委委员、常委、副书记', '2017年2月不再担任中央纪委副书记、常委']","['中共十九届中央委员', '最高人民检察院检察长、党组书记']",张 军,http://paper.people.com.cn/rmrb/res/2018-03/19/02/rmrb2018031902p34_b.jpg,2018年03月19日07:26    来源：人民网－人民日报,男，汉族，1956年10月生，山东博兴人，1973年1月参加工作，1974年5月加入中国共产党，中国人民大学法律系刑法专业毕业，研究生学历，法学博士学位。,http://cpc.people.com.cn/n1/2018/0319/c64094-29874516.html,男,汉族,1956,10,62,1973.0,45.0,山东博兴,山东,1974.0,研究生,中国人民大学法律系刑法专业,中国人民大学,法律系刑法专业
"['2018－ 十三届全国人大常委会副委员长', '中华全国总工会主席', '四川省人大常委会主任 中共第十七届、十八届、十九届中央委员第十三届全国人大常委会副委员长第十届全国政协常务委员']","['中共十九届中央委员', '十三届全国人大常委会副委员长', '四川省人大常委会主任']",王东明,http://www.people.com.cn/mediafile/pic/20180323/15/17151062818120704335.jpg,2018年03月23日08:36    来源：人民网-中国共产党新闻网,王东明，男，汉族，1956年7月生，辽宁宽甸人，1975年8月参加工作，1975年6月加入中国共产党，中央党校研究生学历。,http://renshi.people.com.cn/n1/2018/0323/c139617-29884657.html,男,汉族,1956,7,62,1975.0,43.0,辽宁宽甸,辽宁,1975.0,研究生,中央党校,中央党校,
